Designator,Mid X,Mid Y,Layer,Rotation
M100,22.5500mm,23.3125mm,Top,0
D117,41.5500mm,8.3500mm,Top,180
U293,24.4000mm,8.8000mm,Top,180
U291,21.3000mm,8.8000mm,Top,0
U289,15.0000mm,8.8000mm,Top,0
U287,18.1000mm,8.8000mm,Top,180
R275,39.7000mm,1.8000mm,Top,90
R274,38.5000mm,1.8000mm,Top,90
R273,37.3000mm,1.8000mm,Top,90
R272,36.1000mm,1.8000mm,Top,90
R271,39.7000mm,2.8000mm,Top,270
R270,38.5000mm,2.8000mm,Top,270
R269,37.3000mm,2.8000mm,Top,270
R268,36.1000mm,2.8000mm,Top,270
R267,37.9000mm,2.8500mm,Bottom,0
D208,37.9000mm,5.6000mm,Top,180
C237,39.7000mm,5.7000mm,Bottom,270
C236,38.5000mm,5.7000mm,Bottom,270
C235,37.3000mm,5.7000mm,Bottom,270
C234,36.1000mm,5.7000mm,Bottom,270
C293,24.5169mm,8.8000mm,Bottom,180
C291,21.1831mm,8.8000mm,Bottom,0
C289,14.8831mm,8.8000mm,Bottom,0
C287,18.2169mm,8.8000mm,Bottom,180
C150,38.3000mm,33.5000mm,Bottom,0
C149,38.3000mm,28.0000mm,Bottom,0
C148,38.7000mm,21.3000mm,Bottom,180
R147,35.7000mm,28.2000mm,Bottom,270
R146,8.0500mm,13.7000mm,Bottom,90
R141,41.7900mm,40.9750mm,Top,0
U102,7.7500mm,16.4750mm,Bottom,90
R109,41.7900mm,40.9750mm,Bottom,0
R108,5.2606mm,39.7504mm,Bottom,0
Q103,41.7900mm,38.5500mm,Top,90
Q102,41.7900mm,38.5500mm,Bottom,90
Q101,1.7500mm,40.9700mm,Bottom,270
Q100,5.1000mm,42.0300mm,Bottom,90
L100,8.5000mm,40.1250mm,Bottom,180
F100,37.7000mm,37.2000mm,Bottom,0
C120,10.9500mm,24.0000mm,Bottom,270
C107,9.9500mm,17.1000mm,Bottom,270
C106,5.4500mm,17.1000mm,Bottom,270
U110,7.4000mm,35.3250mm,Bottom,0
R145,8.7500mm,33.2000mm,Top,90
R144,8.7500mm,33.0500mm,Bottom,90
R143,1.3968mm,13.9312mm,Bottom,270
R107,9.9500mm,35.9500mm,Top,90
D108,8.6500mm,38.7500mm,Top,90
C233,34.9001mm,5.7000mm,Bottom,270
U107,35.8500mm,24.3000mm,Bottom,270
U106,22.6500mm,40.1000mm,Bottom,180
C134,33.6500mm,24.5000mm,Bottom,270
C126,20.6000mm,40.3500mm,Bottom,270
U109,38.1000mm,8.8000mm,Bottom,180
U108,38.1000mm,8.8000mm,Top,180
U103,6.3801mm,27.1500mm,Bottom,270
U100,4.1001mm,34.2255mm,Top,90
U285,8.8000mm,8.8000mm,Top,0
U280,11.9000mm,8.8000mm,Top,180
U275,2.5000mm,8.8000mm,Top,0
U270,5.6000mm,8.8000mm,Top,180
U195,11.3000mm,13.0500mm,Top,90
U190,39.7000mm,14.6500mm,Top,90
U185,4.2000mm,13.0500mm,Top,90
U180,25.5000mm,13.0500mm,Top,90
U175,18.4000mm,13.0500mm,Top,90
U170,32.6000mm,14.6500mm,Top,90
S101,42.4000mm,26.5400mm,Top,90
S100,42.4000mm,20.7500mm,Top,270
R140,42.7001mm,4.3000mm,Bottom,0
R111,1.5000mm,24.3750mm,Bottom,180
R112,1.5000mm,25.4250mm,Bottom,180
R117,1.5000mm,30.6750mm,Bottom,180
R115,1.5000mm,28.5750mm,Bottom,180
R116,1.5000mm,29.6250mm,Bottom,180
R114,1.5000mm,27.5250mm,Bottom,180
R113,1.5000mm,26.4750mm,Bottom,180
R110,1.5000mm,23.3250mm,Bottom,180
R120,22.6000mm,42.1500mm,Bottom,180
R100,1.2001mm,34.2250mm,Bottom,90
R258,42.8500mm,7.8500mm,Bottom,270
R255,1.2000mm,2.4000mm,Bottom,270
R256,43.9000mm,7.8500mm,Top,90
R254,1.2000mm,4.3500mm,Top,270
R257,33.1000mm,2.8500mm,Bottom,0
R245,28.3001mm,2.8500mm,Bottom,0
R236,23.5001mm,2.8500mm,Bottom,0
R227,18.7000mm,2.8500mm,Bottom,0
R209,9.1000mm,2.8500mm,Bottom,0
R200,4.3001mm,2.8500mm,Bottom,0
R197,11.3001mm,14.5000mm,Bottom,180
R196,11.3000mm,11.6000mm,Bottom,0
R195,14.1501mm,11.1000mm,Bottom,270
R191,39.7000mm,16.1000mm,Bottom,180
R190,39.7000mm,13.1999mm,Bottom,0
R186,4.2000mm,14.5000mm,Bottom,180
R185,4.2000mm,11.6000mm,Bottom,0
R181,25.5000mm,14.5000mm,Bottom,180
R180,25.5000mm,11.5999mm,Bottom,0
R176,18.4000mm,14.4999mm,Bottom,180
R175,18.4000mm,11.5999mm,Bottom,0
R171,32.6000mm,16.1000mm,Bottom,180
R170,32.6000mm,13.2000mm,Bottom,0
R139,44.2000mm,1.8000mm,Top,270
R138,43.1000mm,1.8000mm,Top,270
R137,42.0000mm,1.8000mm,Top,270
R136,40.9000mm,1.8000mm,Top,270
R135,44.2000mm,2.8000mm,Top,90
R132,43.1000mm,2.8000mm,Top,90
R126,42.0000mm,2.8000mm,Top,90
R124,40.9000mm,2.8000mm,Top,90
R119,1.9000mm,25.2250mm,Top,90
R118,1.9000mm,29.3250mm,Top,90
R266,34.9000mm,1.8000mm,Top,270
R265,33.7000mm,1.8000mm,Top,270
R264,32.5000mm,1.8000mm,Top,270
R263,31.3000mm,1.8000mm,Top,270
R262,34.9000mm,2.8000mm,Top,90
R261,33.7000mm,2.8000mm,Top,90
R260,32.5000mm,2.8000mm,Top,90
R259,31.3000mm,2.8000mm,Top,90
R253,30.1000mm,1.8000mm,Top,90
R252,28.9000mm,1.8000mm,Top,90
R251,27.7000mm,1.8000mm,Top,90
R250,26.5000mm,1.8000mm,Top,90
R249,30.1000mm,2.8000mm,Top,270
R248,28.9000mm,2.8000mm,Top,270
R247,27.7000mm,2.8000mm,Top,270
R246,26.5000mm,2.8000mm,Top,270
R244,25.3000mm,1.8000mm,Top,270
R243,24.1000mm,1.8000mm,Top,270
R242,22.9000mm,1.8000mm,Top,270
R241,21.7000mm,1.8000mm,Top,270
R240,25.3000mm,2.8000mm,Top,90
R239,24.1000mm,2.8000mm,Top,90
R238,22.9000mm,2.8000mm,Top,90
R237,21.7000mm,2.8000mm,Top,90
R235,20.5000mm,1.8000mm,Top,90
R234,19.3000mm,1.8000mm,Top,90
R233,18.1000mm,1.8000mm,Top,90
R232,16.9000mm,1.8000mm,Top,90
R231,20.5000mm,2.8000mm,Top,270
R230,19.3000mm,2.8000mm,Top,270
R229,18.1000mm,2.8000mm,Top,270
R228,16.9000mm,2.8000mm,Top,270
R226,15.7000mm,1.8000mm,Top,270
R225,14.5000mm,1.8000mm,Top,270
R224,13.3000mm,1.8000mm,Top,270
R223,12.1000mm,1.8000mm,Top,270
R222,15.7000mm,2.8000mm,Top,90
R221,14.5000mm,2.8000mm,Top,90
R220,13.3000mm,2.8000mm,Top,90
R219,12.1000mm,2.8000mm,Top,90
R218,13.9000mm,2.8500mm,Bottom,0
R217,10.9000mm,1.8000mm,Top,270
R216,9.7000mm,1.8000mm,Top,270
R215,8.5000mm,1.8000mm,Top,270
R214,7.3000mm,1.8000mm,Top,270
R213,10.9300mm,2.8000mm,Top,90
R212,9.7000mm,2.8000mm,Top,90
R211,8.5000mm,2.8000mm,Top,90
R210,7.3000mm,2.8000mm,Top,90
R208,6.1000mm,1.8000mm,Top,270
