Designator,Mid X,Mid Y,Layer,Rotation
M470,9.2375mm,1.9250mm,Top,0
U471,15.8500mm,1.7250mm,Top,180
R474,12.1250mm,3.3250mm,Top,180
R473,9.5750mm,3.5250mm,Top,180
R472,9.7500mm,1.6750mm,Top,270
C474,10.8750mm,1.3250mm,Top,90
C473,13.3750mm,1.8000mm,Top,90
C472,12.0250mm,1.3250mm,Top,270
U470,4.8350mm,1.8500mm,Top,180
R471,2.3000mm,1.6750mm,Top,90
R470,7.3500mm,1.6750mm,Top,90
C471,0.7500mm,1.5250mm,Top,90
C470,8.6000mm,1.4000mm,Top,270
