Comment,Designator,Footprint,LCSC Part #
"100n","C430, C431","C0603","C14663"
"PESD1CAN","D430","SOT-23","C343993"
"Hellen One : CAN Module interface","M430","",""
"120","R430","R0603","C22787"
"TJA1051T/3/1J","U430","SO8","C38695"
