Comment,Designator,Footprint,LCSC Part #
"100n","C480, C481, C482","C0603","C14663"
"B5819W","D480","SOD-123","C8598"
"Hellen One : ST/Link Module interface","M480","",""
"ST/Link 2x5","P480","HDR2x5-F-TH-SMD",""
"10k","R480","R0603","C25804"
"AP2337SA-7","U480","SOT-23","C150497"
