Comment,Designator,Footprint,LCSC Part #
"1n","C490, C491, C492, C493","C0603","C1588"
"Module:dinput4/0.1","M490","",""
"680k","R490","R0603-4","C145776"
"10k","R491","R0603-4","C29718"
"74HC2G17GW","U490, U491","SOT-363","C94189"
