Comment,Designator,Footprint,LCSC Part #
"uaefi","BRD1","UAEFI_BRD",""
"Conn_01x05_Male","J1","Molex_SPOX_5267-05A_1x05_P2.50mm_Vertical",""
"~","P1","JST RT-01T-1.0B","C265321"
"~","P2","JST RT-01T-1.0B","C265321"
"~","P3","JST RT-01T-1.0B","C265321"
"~","P4","JST RT-01T-1.0B","C265321"
"~","P5","JST RT-01T-1.0B","C265321"
"~","P6","JST RT-01T-1.0B","C265321"
"~","P7","JST RT-01T-1.0B","C265321"
"~","P8","JST RT-01T-1.0B","C265321"
"~","P9","JST RT-01T-1.0B","C265321"
"~","P10","JST RT-01T-1.0B","C265321"
"~","P11","JST RT-01T-1.0B","C265321"
"~","P12","JST RT-01T-1.0B","C265321"
"~","P13","JST RT-01T-1.0B","C265321"
"~","P14","JST RT-01T-1.0B","C265321"
"~","P15","JST RT-01T-1.0B","C265321"
"~","P16","JST RT-01T-1.0B","C265321"
"~","P17","JST RT-01T-1.0B","C265321"
"~","P18","JST RT-01T-1.0B","C265321"
"~","P19","JST RT-01T-1.0B","C265321"
"~","P20","JST RT-01T-1.0B","C265321"
"~","P21","JST RT-01T-1.0B","C265321"
"~","P22","JST RT-01T-1.0B","C265321"
"~","P23","JST RT-01T-1.0B","C265321"
"~","P24","JST RT-01T-1.0B","C265321"
"~","P25","JST RT-01T-1.0B","C265321"
"~","P26","JST RT-01T-1.0B","C265321"
"~","P27","JST RT-01T-1.0B","C265321"
"~","P28","JST RT-01T-1.0B","C265321"
"~","P29","JST RT-01T-1.0B","C265321"
"~","P30","JST RT-01T-1.0B","C265321"
"~","P31","JST RT-01T-1.0B","C265321"
"~","P32","JST RT-01T-1.0B","C265321"
"~","P33","JST RT-01T-1.0B","C265321"
"~","P34","JST RT-01T-1.0B","C265321"
"~","P35","JST RT-01T-1.0B","C265321"
"~","P36","JST RT-01T-1.0B","C265321"
"~","P37","JST RT-01T-1.0B","C265321"
"~","P38","JST RT-01T-1.0B","C265321"
"~","P39","JST RT-01T-1.0B","C265321"
"~","P40","JST RT-01T-1.0B","C265321"
"~","P41","JST RT-01T-1.0B","C265321"
"~","P42","JST RT-01T-1.0B","C265321"
"~","P43","JST RT-01T-1.0B","C265321"
"~","P44","JST RT-01T-1.0B","C265321"
"~","P45","JST RT-01T-1.0B","C265321"
"~","P46","JST RT-01T-1.0B","C265321"
"~","P47","JST RT-01T-1.0B","C265321"
"~","P48","JST RT-01T-1.0B","C265321"
"~","P49","JST RT-01T-1.0B","C265321"
"~","P50","JST RT-01T-1.0B","C265321"
"~","P51","JST RT-01T-1.0B","C265321"
"~","P52","JST RT-01T-1.0B","C265321"
"~","P53","JST RT-01T-1.0B","C265321"
"~","P54","JST RT-01T-1.0B","C265321"
"~","P55","JST RT-01T-1.0B","C265321"
"~","P56","JST RT-01T-1.0B","C265321"
"~","P57","JST RT-01T-1.0B","C265321"
"~","P58","JST RT-01T-1.0B","C265321"
"~","P59","JST RT-01T-1.0B","C265321"
"~","P60","JST RT-01T-1.0B","C265321"
"~","P61","JST RT-01T-1.0B","C265321"
"~","P62","JST RT-01T-1.0B","C265321"
"~","P63","JST RT-01T-1.0B","C265321"
"~","P64","JST RT-01T-1.0B","C265321"
"~","P65","JST RT-01T-1.0B","C265321"
"~","P66","JST RT-01T-1.0B","C265321"
"~","P67","JST RT-01T-1.0B","C265321"
"~","P68","JST RT-01T-1.0B","C265321"
"Conn_01x01_Pin","P69","Pin_D1.0mm_L10.0mm_LooseFit",""
"Conn_01x01_Pin","P70","Pin_D1.0mm_L10.0mm_LooseFit",""
"Conn_01x01_Pin","P71","Pin_D1.0mm_L10.0mm_LooseFit",""
"Conn_01x01_Pin","P72","Pin_D1.0mm_L10.0mm_LooseFit",""
