Designator,Mid X,Mid Y,Layer,Rotation
M460,3.9625mm,6.9627mm,Top,0
U460,4.0250mm,8.3250mm,Top,270
C461,4.5750mm,12.9000mm,Top,180
C460,1.9000mm,12.9000mm,Top,0
R469,6.6750mm,3.4500mm,Top,0
R468,5.8000mm,1.4500mm,Top,270
R467,0.6700mm,1.4500mm,Top,270
R466,3.3750mm,3.3500mm,Top,0
R461,6.9700mm,1.4250mm,Top,270
R464,1.8450mm,1.4500mm,Top,270
R463,3.0200mm,1.4500mm,Top,270
R462,4.6260mm,1.4500mm,Top,270
